video_id,trending_date,title,channelTitle,view_count,country_name
aqW4xXUgmno,2022-11-14,[CHOREOGRAPHY] BTS (방탄소년단) '달려라 방탄 (Run BTS)' Dance Practice,BANGTANTV,1693192429,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Jm29kLeWqDA,2022-11-21,Jung Kook from BTS performs 'Dreamers' at FIFA World Cup opening ceremony,FIFA,2079676710,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
IwzkfMmNMpM,2022-11-23,정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi - Dreamers | FIFA World Cup 2022 Soundtrack,FIFA,1869676625,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
IJks7TIDfnk,2022-11-30,[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,42724253,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
zugAhfd2r0g,2022-12-01,ITZY “Cheshire” M/V @ITZY,JYP Entertainment,2715057355,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
IJks7TIDfnk,2022-12-01,[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,479479411,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
u18be_kRmC0,2022-12-03,RM '들꽃놀이 (with 조유진)' Official MV,HYBE LABELS,1699864089,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
_ZAgIHmHLdc,2023-01-03,NewJeans (뉴진스) 'OMG' Official MV,HYBE LABELS,973829195,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
rcNPgc7hPBI,2023-01-19,TWICE Pre-release english track MOONLIGHT SUNRISE M/V Teaser 2,JYP Entertainment,215393600,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
cKlEE_EYuNM,2023-01-21,TWICE Pre-release english track MOONLIGHT SUNRISE M/V,JYP Entertainment,2772594411,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
P9tKTxbgdkk,2023-01-28,TXT (투모로우바이투게더) 'Sugar Rush Ride' Official MV,HYBE LABELS,1339813957,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
r6WbbU_lLCA,2023-03-04,j-hope 'on the street (with J. Cole)' Official MV,HYBE LABELS,1408170696,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
w4cTYnOPdNk,2023-03-11,TWICE SET ME FREE M/V,JYP Entertainment,2849264599,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
zlTIextYnyQ,2023-03-14,KAI 카이 'Rover' MV,SMTOWN,776864594,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
lwwrbsB342A,2023-03-15,지민 (Jimin) 'Set Me Free Pt.2' Official Teaser,HYBE LABELS,538716364,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
UaywgAqcLxI,2023-03-18,지민 (Jimin) 'Set Me Free Pt.2' Official MV,HYBE LABELS,3054114994,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
nOI67IDlNMQ,2023-03-25,지민 (Jimin) 'Like Crazy' Official MV,HYBE LABELS,1504631056,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
GXevNfUAtIs,2023-03-26,Jimin: Like Crazy | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,273231548,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
LLWZOF7DiVg,2023-03-29,JISOO - ‘꽃(FLOWER)’ M/V TEASER,BLACKPINK,321620126,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
YudHcBIxlYw,2023-04-01,JISOO - ‘꽃(FLOWER)’ M/V,BLACKPINK,11557003630,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
uVD-YgzDzyY,2023-04-08,Agust D '사람 Pt.2 (feat. 아이유)' Official MV,HYBE LABELS,957147618,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
iy9qZR_OGa0,2023-04-22,Agust D '해금' Official MV,HYBE LABELS,1701795100,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
iQwhRLVIjwU,2023-04-23,"Brawl Stars: Brawl Talk - BLING! 2 Brawlers, a new Showdown, and MORE!",Brawl Stars,321276175,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
6emgiatRGu4,2023-04-28,Stray Kids ★★★★★ (5-STAR) Trailer,JYP Entertainment,110888932,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Os_heh8vPfs,2023-05-09,aespa 에스파 'Spicy' MV,SMTOWN,4153604487,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
JsOOis4bBFg,2023-06-03,Stray Kids 특(S-Class) M/V,JYP Entertainment,3205321973,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
TX9qSaGXFyg,2023-06-07,Introducing Apple Vision Pro,Apple,2955118752,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
48h57PspBec,2023-06-11,"$1 vs $1,000,000,000 Yacht!",MrBeast,9887980923,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
91VhCIQNjIc,2023-06-13,EXO 엑소 'Let Me In' MV,SMTOWN,481441109,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
owjVpYCmwcg,2023-06-14,BTS (방탄소년단) 'Take Two' Live Clip #2023BTSFESTA,BANGTANTV,748077053,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
RmTq3cJqyCo,2023-07-03,ITZY “BET ON ME” M/V  @ITZY,JYP Entertainment,650360868,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
i5nUufn_FmE,2023-07-11,EXO 엑소 'Cream Soda' MV,SMTOWN,875621540,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QBuhCvG1v7o,2023-07-13,정국 (Jung Kook) 'Seven (feat. Latto)' Official Teaser,HYBE LABELS,794207852,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
a0JX16JNm24,2023-07-15,Jung Kook of BTS performs ‘Euphoria’ l GMA,Good Morning America,228154934,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QU9c0053UAU,2023-07-15,정국 (Jung Kook) 'Seven (feat. Latto)' Official MV,HYBE LABELS,8180027811,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
x6mc_rRwD3A,2023-07-15,Jung Kook of BTS performs ‘Seven’ in NYC l GMA,Good Morning America,634732902,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
1QYBiNRu1ok,2023-07-16,정국 (Jung Kook) 'Seven (feat. Latto)' Official Performance Video,BANGTANTV,1286023125,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
0bIRwBpBcZQ,2023-08-01,ITZY “CAKE” M/V @ITZY,JYP Entertainment,1260528497,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
yhB3BgJyGl8,2023-08-06,7 Days Stranded At Sea,MrBeast,12107691106,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
jObOjhUkf50,2023-08-15,"$1 vs $250,000 Vacation!",MrBeast,10830245310,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
jyw_vrI4ySg,2023-08-19,JIHYO Killin' Me Good M/V,JYP Entertainment,701173399,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
J_z-W4UVHkw,2023-08-20,"Every Country On Earth Fights For $250,000!",MrBeast,8307291910,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
S49Q20s_xKo,2023-09-03,"Brawl Stars: Brawl Talk - HYPERCHARGE, Mecha Skin and more Road Map!",Brawl Stars,341496658,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
eI0iTRS0Ha8,2023-09-10,V 'Slow Dancing' Official MV,HYBE LABELS,1490562228,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
M6wpkLCiHoI,2023-09-12,[슈취타] EP.18 SUGA with V,BANGTANTV,311823421,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
KrLj6nc516A,2023-09-18,"$1 Vs $100,000,000 Car!",MrBeast,8445542410,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
jb_gyd9c9gk,2023-09-28,정국 (Jung Kook) '3D (feat. Jack Harlow)' Official Teaser,HYBE LABELS,135044729,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
mHNCM-YALSA,2023-09-29,정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV,HYBE LABELS,187390327,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
mHNCM-YALSA,2023-10-01,정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV,HYBE LABELS,2536612064,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Z3x9i7njCCo,2023-10-01,정국 (Jung Kook) '3D (feat. Jack Harlow)' Official Live Performance Video,BANGTANTV,878927108,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
eQNHDV7lKgE,2023-10-06,JENNIE - ‘You & Me’ DANCE PERFORMANCE VIDEO,BLACKPINK,2571188905,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
3OFj6l2tQ9s,2023-10-08,World's Most Dangerous Trap!,MrBeast,10905745545,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
fpk6itC2Pq0,2023-10-08,skibidi toilet 65,DaFuq!?Boom!,4242180126,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
3ryID_SwU5E,2023-10-15,"$1 Vs $100,000,000 House!",MrBeast,9119897253,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QMBF9dvMyO8,2023-10-22,"Brawl Stars: Brawl Talk - MEGA PIG, Spider Brawler, and BIZARRE Skins!",Brawl Stars,368070520,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QjvpjXdgugA,2023-10-30,World’s Deadliest Laser Maze!,MrBeast,1554283440,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
ctkW3V0Mh-k,2023-11-01,Apple Event - October 30,Apple,537655893,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
SfoPTgt4jXs,2023-11-02,New Champion Arrives! Little Prince! (Unlock for Free!),Clash Royale,278758666,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
UNo0TG9LwwI,2023-11-04,정국 (Jung Kook) 'Standing Next to You' Official MV,HYBE LABELS,2138550427,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
6QzMbiPgYOg,2023-11-08,Jung Kook: Standing Next to You | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,339427076,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
geHuX7E3NX8,2023-11-10,"Jung Kook Live at TSX, Times Square",BANGTANTV,468702795,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
dBDkYofMUs4,2023-11-11,Stray Kids 락 (樂) (LALALALA) M/V,JYP Entertainment,3476294401,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Wdjh81uH6FU,2023-11-26,"$1 vs $10,000,000 Job!",MrBeast,3258117768,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
IiFSGjWXq0c,2023-12-03,skibidi toilet 68 (part 1),DaFuq!?Boom!,1452158265,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
tnTPaLOaHz8,2023-12-03,"$10,000 Every Day You Survive In A Grocery Store",MrBeast,3328025161,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QdBZY2fkU-0,2023-12-05,Grand Theft Auto VI Trailer 1,Rockstar Games,2725620126,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
